Customer_ID,Customer_Name,Gender,Age,Nationality,Booking_ID,Booking_Date,Duration_of_Stay,Room_Type, Room_Rate , Additional_Room_Cost ,Loyalty_Status,Booking_Channel,Economic_Index,Travel_Purpose,Group_Size,Competitor_ID, Competitor_Room_Rate ,Competitor_Occupancy_Rate,Competitor_Promotions,Competitor_Name,Competitor_Rating,Competitor_Pricing_Strategy,Channel_Type,Local_Events,Cancellation
539,Renee Harrison,Female,70,Ghana,539,6/22/2013,7,Suite," $1,302.99 ", $519.89 ,No,Event,2,Leisure,2,4, $923.36 ,6.122,None,Blue Roof Hotel,3,Competitive,Online,None,No
540,Nicole Torres,Male,53,Zimbabwe,540,6/23/2013,10,Deluxe," $1,192.87 ", $300.00 ,Yes,Event,5,Event,1,2," $3,921.75 ",8.736,Seasonal Discount,Bahamas Luxury,3,Budget,Agent,Festival,No
541,Briana Williams,Male,66,Nigeria,541,6/24/2013,14,Single, $704.03 , $813.49 ,No,Online Travel Agency,1,Event,2,2," $4,357.07 ",9.453,Event Special,Bahamas Luxury,3,Competitive,Agent,Conference,No
542,Kendra Reilly,Male,48,Ghana,542,6/25/2013,2,Deluxe, $562.85 , $919.15 ,Yes,Phone,1,Other,1,2," $2,939.99 ",8.7,Seasonal Discount,Blue Roof Hotel,4,Budget,Agent,Concert,No
543,James Myers,Male,21,Morocco,543,6/26/2013,2,Suite," $1,359.47 ", $979.44 ,Yes,Direct,4,Leisure,1,3," $1,360.51 ",8.308,Seasonal Discount,Oxford Road,3,Competitive,Third-party,None,No
544,Susan Miller,Female,28,Morocco,544,6/27/2013,3,Suite," $1,634.93 "," $1,004.02 ",No,Event,4,Other,1,4," $1,616.83 ",9.836,Seasonal Discount,Oxford Road,2,Budget,Direct,Conference,No
545,Michael Barrett,Male,50,Zimbabwe,545,6/28/2013,10,Double, $500.00 , $584.40 ,No,Event,5,Business,1,1," $2,053.42 ",7.178,None,Blue Roof Hotel,5,Budget,Agent,Concert,Yes
546,Angela Vasquez PhD,Male,39,Nigeria,546,6/29/2013,14,Deluxe," $1,464.72 ", $750.44 ,Yes,Direct,3,Leisure,5,1," $1,845.23 ",9.749,Loyalty Offer,Luxury Stay,2,Premium,Agent,None,Yes
547,James Humphrey,Female,59,Ghana,547,6/30/2013,4,Suite," $1,501.87 ", $683.16 ,No,Walk-In,3,Event,3,1," $4,271.45 ",9.643,Loyalty Offer,Oxford Road,3,Competitive,Agent,Festival,No
548,Mr. James Wells,Male,64,Algeria,548,07/01/2013,7,Deluxe," $1,754.96 "," $1,072.59 ",No,Direct,1,Other,1,2," $4,133.86 ",6.719,Loyalty Offer,Blue Roof Hotel,5,Budget,Third-party,Concert,No
549,Tonya Adams,Male,51,Egypt,549,07/02/2013,2,Suite," $1,079.11 ", $959.62 ,No,Phone,5,Event,4,2," $2,896.30 ",6.031,Seasonal Discount,Blue Roof Hotel,3,Competitive,Online,Concert,No
550,Joseph Bautista,Female,36,Kenya,550,07/03/2013,10,Double," $1,322.44 ", $629.33 ,No,Direct,1,Business,2,3," $3,445.43 ",5.519,Event Special,Luxury Stay,3,Competitive,Online,None,No
551,Ashley Cohen,Male,51,Tanzania,551,07/04/2013,4,Double," $1,467.24 "," $1,278.58 ",No,Direct,2,Leisure,2,2," $1,012.39 ",9.941,Loyalty Offer,Luxury Stay,4,Premium,Agent,Sports Event,No
552,Benjamin Macdonald,Female,69,Nigeria,552,07/05/2013,3,Double," $1,242.22 ", $956.67 ,No,Direct,5,Other,2,4," $2,991.53 ",7.655,Seasonal Discount,Luxury Stay,3,Premium,Direct,Festival,No
553,Alicia Atkins,Female,30,Egypt,553,07/06/2013,14,Single, $988.16 ," $1,458.86 ",No,Online Travel Agency,1,Event,1,3, $930.31 ,6.189,Event Special,Oxford Road,5,Premium,Online,Sports Event,No
554,Tracie Powell,Female,70,Morocco,554,07/07/2013,14,Deluxe," $1,160.97 "," $1,135.82 ",Yes,Online Travel Agency,2,Other,2,2," $1,287.56 ",7.947,Loyalty Offer,Blue Roof Hotel,2,Premium,Third-party,None,No
555,Paul Johnson,Male,20,Ghana,555,07/08/2013,4,Suite, $791.98 , $621.49 ,No,Walk-In,2,Business,3,3," $1,979.74 ",7.229,Event Special,Oxford Road,5,Premium,Third-party,Concert,No
556,Kayla Hickman,Male,43,Nigeria,556,07/09/2013,4,Double," $1,235.31 "," $1,066.67 ",Yes,Direct,3,Business,1,3, $857.77 ,8.873,None,Oxford Road,4,Competitive,Online,Concert,Yes
557,Sandra Hernandez,Female,60,South Africa,557,07/10/2013,10,Suite," $1,174.72 ", $983.04 ,No,Direct,3,Leisure,2,2," $2,585.48 ",5.73,Seasonal Discount,Oxford Road,5,Premium,Direct,Conference,No
558,Heather Frank,Male,48,Egypt,558,07/11/2013,4,Single, $871.81 ," $1,076.32 ",No,Direct,2,Business,3,3, $996.11 ,9.497,None,Bahamas Luxury,1,Premium,Agent,Festival,No
559,Carmen Townsend,Male,69,Morocco,559,07/12/2013,1,Double," $1,492.34 ", $520.86 ,No,Phone,1,Event,4,4," $1,886.29 ",8.951,Event Special,Oxford Road,5,Budget,Agent,Festival,Yes
560,Wanda Smith,Male,46,Uganda,560,7/13/2013,14,Suite," $1,057.99 ", $845.89 ,Yes,Phone,2,Business,1,2," $3,874.37 ",8.71,Seasonal Discount,Luxury Stay,3,Competitive,Third-party,Conference,Yes
561,Michael Allen,Male,59,Morocco,561,7/14/2013,2,Double," $1,578.42 ", $749.28 ,Yes,Phone,1,Event,1,4," $1,629.91 ",9.593,Event Special,Luxury Stay,3,Budget,Third-party,None,Yes
562,Bridget Smith,Female,35,Nigeria,562,7/15/2013,10,Suite, $983.67 , $610.27 ,No,Online Travel Agency,3,Other,1,1," $2,261.28 ",6.596,Event Special,Blue Roof Hotel,5,Budget,Direct,Sports Event,No
563,Katherine Wood,Male,32,Zimbabwe,563,7/16/2013,1,Suite," $1,139.91 "," $1,358.98 ",Yes,Online Travel Agency,3,Leisure,2,2," $2,856.06 ",8.617,Event Special,Oxford Road,1,Competitive,Agent,Concert,No
564,Laura Johnson,Male,31,Algeria,564,7/17/2013,2,Double," $1,021.58 ", $493.23 ,No,Phone,3,Other,2,4," $3,096.79 ",5.291,Loyalty Offer,Oxford Road,2,Competitive,Direct,None,No
565,Gloria Ford,Male,51,Egypt,565,7/18/2013,2,Double, $698.48 , $663.88 ,No,Phone,1,Leisure,2,4," $4,248.35 ",6.791,None,Bahamas Luxury,5,Competitive,Online,Concert,No
566,Terry Hunt,Male,40,Zimbabwe,566,7/19/2013,3,Single," $1,661.67 ", $799.05 ,No,Walk-In,4,Event,2,3," $2,466.45 ",7.698,Loyalty Offer,Luxury Stay,2,Premium,Direct,Concert,No
567,Melanie Sanchez,Male,70,Morocco,567,7/20/2013,1,Single, $868.46 , $953.41 ,Yes,Phone,4,Leisure,1,3," $4,473.24 ",9.659,None,Oxford Road,3,Competitive,Agent,None,No
568,Kaitlin Jones,Male,42,Zimbabwe,568,7/21/2013,10,Suite," $1,784.76 ", $871.60 ,No,Phone,2,Other,3,4," $1,435.35 ",8.909,Seasonal Discount,Blue Roof Hotel,2,Budget,Third-party,Conference,No
569,Leonard Acosta,Male,48,Algeria,569,7/22/2013,1,Double," $1,426.48 "," $1,239.61 ",No,Event,3,Leisure,2,2," $2,552.06 ",5.549,Seasonal Discount,Bahamas Luxury,1,Premium,Third-party,Sports Event,No
570,Kathryn Mcdonald,Male,28,Zimbabwe,570,7/23/2013,14,Double," $1,503.53 "," $1,345.02 ",No,Online Travel Agency,3,Leisure,1,4," $2,351.90 ",8.839,Loyalty Offer,Luxury Stay,5,Competitive,Direct,Festival,Yes
571,Holly Aguilar,Male,21,Zimbabwe,571,7/24/2013,5,Double, $861.18 , $900.64 ,Yes,Event,1,Event,1,1," $2,111.09 ",5.633,Loyalty Offer,Oxford Road,4,Budget,Online,None,No
572,Adam Andrews,Female,49,Nigeria,572,7/25/2013,3,Deluxe," $1,271.84 ", $901.38 ,No,Direct,2,Business,1,2," $3,052.68 ",9.092,None,Oxford Road,2,Budget,Direct,Conference,No
573,Nancy Burgess,Female,67,Nigeria,573,7/26/2013,7,Double," $1,206.48 ", $704.42 ,No,Direct,3,Leisure,3,3," $2,329.02 ",9.062,None,Luxury Stay,4,Budget,Third-party,Festival,No
574,Stephanie Smith,Male,50,Egypt,574,7/27/2013,2,Double," $1,351.11 ", $414.69 ,No,Walk-In,3,Leisure,2,4," $2,302.80 ",9.576,Loyalty Offer,Luxury Stay,5,Budget,Third-party,None,No
575,Michelle Watson,Female,31,Zimbabwe,575,7/28/2013,2,Suite," $1,452.99 ", $971.37 ,No,Online Travel Agency,3,Other,3,1," $4,277.29 ",9.989,None,Blue Roof Hotel,4,Budget,Direct,Sports Event,No
576,Edward Johnson,Male,67,Kenya,576,7/29/2013,5,Suite, $605.96 ," $1,032.98 ",Yes,Direct,3,Event,1,3," $4,298.65 ",5.299,Event Special,Bahamas Luxury,2,Premium,Online,Conference,No
577,Brandon Martinez,Male,57,Nigeria,577,7/30/2013,2,Deluxe," $1,084.11 "," $1,325.73 ",No,Walk-In,4,Other,2,4," $1,019.84 ",5.116,Loyalty Offer,Blue Roof Hotel,2,Competitive,Direct,Sports Event,Yes
578,Kendra Avery,Male,18,Uganda,578,7/31/2013,1,Suite," $1,937.46 ", $647.70 ,No,Event,2,Event,1,2," $1,616.85 ",8.384,Event Special,Oxford Road,2,Budget,Agent,Concert,No
579,Courtney Barnes,Male,64,Egypt,579,08/01/2013,7,Deluxe, $879.14 , $711.37 ,No,Online Travel Agency,2,Business,1,2," $3,463.12 ",5.632,Loyalty Offer,Blue Roof Hotel,5,Competitive,Agent,Sports Event,Yes
580,Nathan Tyler,Male,42,Uganda,580,08/02/2013,10,Double," $1,316.10 ", $847.64 ,No,Phone,4,Business,4,4," $1,759.91 ",8.799,Seasonal Discount,Luxury Stay,4,Premium,Direct,Sports Event,No
581,Lisa Hunt,Male,38,Nigeria,581,08/03/2013,10,Deluxe," $1,349.80 "," $1,058.06 ",Yes,Walk-In,2,Event,2,4," $2,756.70 ",6.157,Loyalty Offer,Oxford Road,5,Premium,Online,Festival,No
582,Jacob Harris,Female,61,Ghana,582,08/04/2013,14,Deluxe," $1,510.06 "," $1,233.30 ",Yes,Phone,2,Business,1,2," $1,811.95 ",5.129,Seasonal Discount,Blue Roof Hotel,5,Budget,Online,Conference,Yes
583,Heidi Blackburn,Male,59,Egypt,583,08/05/2013,5,Deluxe," $1,046.05 ", $401.46 ,Yes,Phone,2,Event,1,1," $2,218.70 ",5.255,Seasonal Discount,Oxford Road,1,Budget,Agent,Festival,No
584,Cassidy Barnes,Female,44,Nigeria,584,08/06/2013,5,Suite," $1,308.80 ", $492.62 ,Yes,Direct,2,Leisure,2,3," $2,181.43 ",7.109,Event Special,Luxury Stay,1,Premium,Agent,None,Yes
585,Michael Lee,Male,45,Ghana,585,08/07/2013,2,Single," $1,975.46 ", $775.22 ,No,Direct,1,Business,3,2," $2,678.84 ",9.367,Seasonal Discount,Oxford Road,4,Premium,Agent,Concert,No
586,Nicole Williams,Female,41,South Africa,586,08/08/2013,2,Deluxe," $1,277.72 ", $691.94 ,Yes,Online Travel Agency,1,Leisure,1,4," $1,960.72 ",9.96,Event Special,Luxury Stay,3,Budget,Agent,Festival,Yes
587,Matthew Perkins,Male,44,Nigeria,587,08/09/2013,14,Single, $825.66 , $610.41 ,No,Direct,4,Other,2,2," $2,974.76 ",8.761,Event Special,Luxury Stay,4,Competitive,Online,Sports Event,No
588,Stephanie Hartman,Male,27,Nigeria,588,08/10/2013,5,Single," $1,220.81 ", $300.00 ,No,Online Travel Agency,2,Business,1,3," $3,292.46 ",5.432,None,Oxford Road,2,Budget,Third-party,None,No
589,Hector Moore,Male,51,Nigeria,589,08/11/2013,7,Single," $1,263.16 ", $571.67 ,No,Event,4,Event,2,1," $2,966.44 ",9.957,Seasonal Discount,Luxury Stay,3,Competitive,Third-party,Conference,No
590,Tina Davis,Male,44,Uganda,590,08/12/2013,1,Single, $960.81 , $934.44 ,No,Phone,1,Event,3,2," $4,425.60 ",5.364,None,Bahamas Luxury,5,Competitive,Third-party,Concert,No
591,Thomas Jones,Male,59,Ghana,591,8/13/2013,2,Suite, $607.46 ," $1,236.86 ",No,Walk-In,4,Leisure,1,2," $1,596.25 ",5.962,Event Special,Luxury Stay,2,Budget,Online,Concert,Yes
592,Melissa Brooks,Male,65,Uganda,592,8/14/2013,2,Single," $1,349.43 ", $770.11 ,No,Phone,3,Leisure,2,3," $2,130.78 ",8.973,Event Special,Blue Roof Hotel,3,Premium,Third-party,Concert,No
593,Steven Graham,Male,49,Ghana,593,8/15/2013,5,Deluxe, $842.28 , $973.16 ,No,Direct,3,Leisure,3,3," $2,073.55 ",6.096,Seasonal Discount,Bahamas Luxury,5,Competitive,Direct,Conference,No
594,Gregory Zamora,Female,58,Morocco,594,8/16/2013,10,Deluxe," $1,113.68 ", $680.32 ,No,Walk-In,3,Business,2,1," $3,865.58 ",7.222,Event Special,Bahamas Luxury,2,Competitive,Third-party,Conference,No
595,Laura Russell,Male,49,Kenya,595,8/17/2013,3,Suite," $1,661.49 ", $894.00 ,No,Event,5,Event,4,4," $1,807.89 ",7.164,Loyalty Offer,Bahamas Luxury,1,Premium,Agent,Concert,No
596,Kristina Mahoney,Male,26,Zimbabwe,596,8/18/2013,14,Suite," $1,083.15 ", $551.22 ,No,Walk-In,4,Event,2,4," $2,037.85 ",6.179,Seasonal Discount,Luxury Stay,3,Premium,Online,Festival,No
597,Nicole Pierce,Male,67,Kenya,597,8/19/2013,14,Deluxe, $980.10 ," $1,076.88 ",No,Walk-In,1,Other,3,4," $3,460.50 ",8.463,None,Luxury Stay,3,Competitive,Agent,None,No
598,Maria Arnold,Male,54,Egypt,598,8/20/2013,7,Deluxe," $1,146.14 ", $811.79 ,No,Event,3,Other,1,4," $1,495.66 ",5.915,Event Special,Oxford Road,4,Budget,Third-party,Conference,No
599,Lori Miller,Female,35,Egypt,599,8/21/2013,1,Deluxe," $1,394.57 ", $802.67 ,No,Phone,5,Event,2,1," $2,233.52 ",7.614,Seasonal Discount,Bahamas Luxury,5,Budget,Online,Festival,No
600,Derrick Flores,Male,48,Zimbabwe,600,8/22/2013,2,Deluxe, $816.91 ," $1,226.08 ",No,Direct,2,Event,2,2," $4,004.81 ",8.938,Seasonal Discount,Bahamas Luxury,2,Budget,Direct,Festival,Yes
601,Karen Lowe,Male,19,Nigeria,601,8/23/2013,7,Single, $808.40 , $300.00 ,No,Walk-In,2,Event,1,2," $2,966.14 ",7.25,None,Bahamas Luxury,5,Competitive,Online,Conference,No
602,James Dalton,Male,47,Kenya,602,8/24/2013,10,Deluxe," $1,448.00 ", $654.46 ,Yes,Event,4,Other,5,2," $3,201.86 ",9.591,None,Luxury Stay,4,Competitive,Direct,Conference,No
603,Steven Strong,Female,34,Ghana,603,8/25/2013,14,Deluxe, $957.87 , $849.41 ,No,Phone,5,Other,1,1," $1,673.42 ",7.909,Loyalty Offer,Luxury Stay,2,Competitive,Agent,Festival,No
604,Thomas Mathis,Male,38,Nigeria,604,8/26/2013,10,Double," $1,542.68 ", $932.03 ,No,Direct,5,Leisure,1,4, $821.27 ,5.652,Event Special,Luxury Stay,3,Budget,Online,Festival,No
605,Clayton Kelley,Male,26,Morocco,605,8/27/2013,14,Single, $500.00 , $551.15 ,No,Walk-In,5,Event,1,2, $882.21 ,9.098,Seasonal Discount,Luxury Stay,4,Premium,Third-party,Conference,No
606,Randall Guzman,Male,54,Egypt,606,8/28/2013,2,Double," $1,412.99 ", $400.79 ,Yes,Online Travel Agency,1,Other,1,2," $1,792.98 ",9.294,None,Blue Roof Hotel,5,Budget,Agent,Sports Event,No
607,Sarah Leonard,Male,47,South Africa,607,8/29/2013,3,Double, $818.05 , $752.59 ,No,Direct,1,Event,1,3," $4,343.07 ",8.107,Seasonal Discount,Bahamas Luxury,1,Premium,Direct,Festival,No
608,Taylor Nelson,Female,61,South Africa,608,8/30/2013,2,Single," $1,793.29 ", $720.60 ,Yes,Phone,2,Business,2,1," $2,383.10 ",8.917,None,Luxury Stay,2,Competitive,Agent,Sports Event,No
609,Craig Green,Male,62,Egypt,609,8/31/2013,4,Single," $1,159.41 "," $1,125.84 ",No,Direct,5,Leisure,2,2," $1,925.61 ",8.719,None,Blue Roof Hotel,3,Competitive,Third-party,None,No
610,Joseph Anderson,Male,33,Kenya,610,09/01/2013,10,Single," $1,841.21 ", $383.99 ,No,Walk-In,1,Leisure,5,3," $1,700.72 ",7.516,Seasonal Discount,Oxford Road,2,Budget,Direct,Festival,No
611,Sandra Carter,Female,31,Egypt,611,09/02/2013,7,Single," $1,450.40 ", $955.06 ,No,Online Travel Agency,4,Other,1,3," $4,472.52 ",7.81,Event Special,Oxford Road,4,Premium,Third-party,Concert,No
612,William Blair,Female,43,Kenya,612,09/03/2013,10,Double," $1,282.44 ", $513.44 ,No,Direct,1,Business,1,3," $1,623.79 ",6.952,Seasonal Discount,Oxford Road,1,Budget,Online,Sports Event,No
613,Abigail Bennett,Male,55,Zimbabwe,613,09/04/2013,5,Double," $1,863.02 "," $1,145.60 ",No,Event,3,Other,3,4," $1,314.29 ",8.471,None,Blue Roof Hotel,4,Premium,Third-party,None,No
614,Jerry Kennedy,Male,34,Nigeria,614,09/05/2013,2,Single, $500.00 ," $1,364.03 ",Yes,Online Travel Agency,1,Leisure,2,3," $2,733.53 ",6.282,Event Special,Luxury Stay,2,Premium,Agent,Conference,No
615,Michelle West,Female,68,Nigeria,615,09/06/2013,7,Double," $1,435.91 ", $978.01 ,No,Event,3,Other,4,4," $1,988.95 ",7.679,Seasonal Discount,Bahamas Luxury,2,Premium,Direct,Conference,Yes
616,Andrea Burns,Male,29,Kenya,616,09/07/2013,10,Suite, $820.85 , $568.89 ,No,Phone,5,Leisure,3,1," $3,197.98 ",7.334,Loyalty Offer,Blue Roof Hotel,2,Competitive,Third-party,Festival,Yes
617,Steven Powell,Male,64,Morocco,617,09/08/2013,4,Deluxe," $1,469.39 "," $1,014.41 ",No,Phone,3,Business,1,4," $1,806.17 ",5.605,None,Luxury Stay,3,Budget,Online,Conference,Yes
618,Amanda Roberts,Male,20,Ghana,618,09/09/2013,2,Suite, $792.57 , $610.12 ,No,Walk-In,5,Leisure,5,3," $3,549.58 ",7.579,None,Blue Roof Hotel,2,Competitive,Agent,Concert,No
619,Sarah Pugh,Female,51,Egypt,619,09/10/2013,5,Single," $1,272.49 ", $623.16 ,No,Direct,3,Event,3,2," $2,974.55 ",6.818,Seasonal Discount,Oxford Road,5,Premium,Online,Sports Event,No
620,Jacqueline Roach,Male,46,Zimbabwe,620,09/11/2013,4,Suite," $1,758.97 "," $1,170.15 ",Yes,Online Travel Agency,2,Event,4,3," $3,411.96 ",6.69,None,Oxford Road,3,Competitive,Direct,None,No
621,Mark Green,Male,44,Kenya,621,09/12/2013,4,Deluxe," $1,138.22 "," $1,499.29 ",No,Online Travel Agency,3,Other,2,1," $3,624.05 ",5.479,Loyalty Offer,Luxury Stay,3,Budget,Online,Festival,No
622,Walter Taylor,Male,59,Ghana,622,9/13/2013,10,Deluxe," $1,693.24 ", $858.71 ,Yes,Online Travel Agency,2,Event,2,1," $1,457.81 ",9.311,Seasonal Discount,Blue Roof Hotel,3,Premium,Third-party,None,Yes
623,Eddie Byrd,Female,19,Ghana,623,9/14/2013,5,Suite," $1,790.83 "," $1,048.97 ",No,Event,1,Other,3,2," $2,160.79 ",8.643,Seasonal Discount,Blue Roof Hotel,2,Competitive,Direct,Festival,No
624,Stephen Aguilar,Female,44,Algeria,624,9/15/2013,10,Suite, $840.59 , $607.10 ,Yes,Event,3,Leisure,2,4," $1,537.27 ",7.81,None,Bahamas Luxury,3,Budget,Third-party,Sports Event,No
625,Linda Collins DVM,Male,26,Zimbabwe,625,9/16/2013,10,Deluxe, $626.82 , $553.56 ,No,Phone,4,Other,1,3," $3,164.27 ",9.155,Event Special,Luxury Stay,4,Competitive,Third-party,None,No
626,Amanda Taylor,Female,37,Uganda,626,9/17/2013,3,Deluxe, $718.14 , $686.13 ,No,Phone,4,Event,2,2," $4,273.36 ",7.64,None,Bahamas Luxury,1,Premium,Agent,None,No
627,Madeline Rangel,Female,45,Tanzania,627,9/18/2013,14,Deluxe, $722.59 , $852.14 ,No,Online Travel Agency,2,Other,2,1," $1,398.64 ",6.377,Event Special,Blue Roof Hotel,1,Premium,Third-party,Concert,No
628,Mrs. Allison Mcknight,Male,53,Ghana,628,9/19/2013,3,Single," $1,255.38 ", $656.48 ,No,Phone,3,Business,1,4," $2,223.07 ",8.758,Loyalty Offer,Oxford Road,1,Premium,Direct,Festival,No
629,Michelle Ortiz,Male,40,Kenya,629,9/20/2013,5,Deluxe," $1,824.65 "," $1,003.85 ",Yes,Direct,5,Event,5,1," $2,706.43 ",6.919,Seasonal Discount,Bahamas Luxury,2,Competitive,Agent,Concert,No
630,Tricia Guerrero,Male,43,Nigeria,630,9/21/2013,2,Single," $1,225.84 ", $663.57 ,Yes,Event,4,Other,1,2," $3,221.30 ",9.625,Event Special,Oxford Road,1,Budget,Online,Sports Event,No
631,Olivia Thomas,Female,42,Nigeria,631,9/22/2013,1,Suite," $1,890.65 ", $681.30 ,No,Direct,5,Business,5,4," $1,413.36 ",6.629,Loyalty Offer,Blue Roof Hotel,2,Budget,Agent,Sports Event,Yes
632,Scott Long,Male,62,South Africa,632,9/23/2013,2,Suite, $580.06 , $884.04 ,No,Walk-In,1,Business,3,3," $2,832.25 ",6.377,Loyalty Offer,Bahamas Luxury,3,Budget,Third-party,None,No
633,Ashley Booker,Male,38,Egypt,633,9/24/2013,4,Double," $2,097.67 ", $946.60 ,No,Direct,4,Other,2,1," $1,394.43 ",6.588,None,Luxury Stay,3,Competitive,Direct,Festival,No
634,Jonathan Gonzalez,Male,54,Morocco,634,9/25/2013,1,Double," $1,737.16 ", $817.34 ,Yes,Direct,4,Leisure,1,1," $1,771.82 ",6.802,None,Luxury Stay,5,Premium,Third-party,Sports Event,No
635,Richard Brown,Male,42,Tanzania,635,9/26/2013,4,Deluxe, $692.35 , $835.18 ,No,Online Travel Agency,4,Event,1,1," $2,086.63 ",7.32,Seasonal Discount,Luxury Stay,3,Premium,Third-party,Conference,No
636,Deborah Hess,Male,48,Zimbabwe,636,9/27/2013,4,Suite," $1,166.64 ", $831.11 ,No,Walk-In,1,Event,1,1," $3,168.05 ",5.175,Loyalty Offer,Oxford Road,5,Competitive,Third-party,Concert,No
637,Victoria Figueroa,Male,30,Nigeria,637,9/28/2013,10,Double," $1,362.92 "," $1,069.06 ",No,Direct,1,Event,2,2," $1,833.18 ",5.281,Event Special,Bahamas Luxury,3,Budget,Online,Festival,No
638,Daniel Mcbride,Male,70,Nigeria,638,9/29/2013,10,Suite," $1,093.17 ", $516.90 ,No,Walk-In,1,Other,3,1," $3,545.45 ",6.931,Loyalty Offer,Bahamas Luxury,2,Premium,Online,Conference,No
639,Sharon Buchanan,Male,60,Morocco,639,9/30/2013,5,Single," $1,141.93 "," $1,102.42 ",No,Direct,4,Leisure,1,4," $4,457.72 ",6.481,None,Oxford Road,4,Budget,Direct,Conference,No
640,Daniel Winters,Male,46,Ghana,640,10/01/2013,7,Single," $1,058.84 ", $652.40 ,No,Walk-In,1,Event,2,3," $1,886.16 ",8.11,Seasonal Discount,Oxford Road,4,Premium,Direct,Concert,No
641,Julie Franco,Male,68,Algeria,641,10/02/2013,3,Suite," $1,171.08 ", $891.91 ,No,Event,3,Leisure,1,2," $2,049.99 ",8.103,Event Special,Oxford Road,5,Budget,Third-party,None,No
642,Dustin Garcia,Female,22,Zimbabwe,642,10/03/2013,14,Deluxe," $1,419.07 ", $602.71 ,No,Event,5,Other,2,1," $2,345.67 ",5.406,Loyalty Offer,Luxury Stay,2,Competitive,Online,Sports Event,No
643,Stephanie Brooks,Female,19,Zimbabwe,643,10/04/2013,3,Double," $1,722.69 ", $408.53 ,No,Direct,1,Other,1,4," $4,050.52 ",6.136,Event Special,Blue Roof Hotel,5,Premium,Third-party,Sports Event,Yes
644,Rebecca Fisher,Male,23,Egypt,644,10/05/2013,3,Deluxe," $1,981.97 "," $1,037.66 ",No,Direct,3,Leisure,4,4," $1,808.14 ",8.142,Seasonal Discount,Luxury Stay,5,Competitive,Third-party,Concert,No
645,Mark Sanchez,Male,62,Egypt,645,10/06/2013,3,Double," $1,371.65 "," $1,019.05 ",No,Walk-In,1,Business,2,4," $2,390.01 ",9.488,Seasonal Discount,Oxford Road,3,Budget,Agent,Sports Event,No
646,Michaela Vang,Male,39,Nigeria,646,10/07/2013,1,Suite, $933.13 , $870.46 ,No,Walk-In,4,Event,1,1," $1,333.16 ",5.174,Event Special,Bahamas Luxury,2,Budget,Direct,Conference,No
647,Susan Johnson,Male,67,Ghana,647,10/08/2013,14,Suite," $1,223.76 ", $444.98 ,No,Direct,3,Business,2,1," $2,150.88 ",7.161,Seasonal Discount,Luxury Stay,5,Premium,Online,Conference,No
648,Paula Lloyd,Male,42,Ghana,648,10/09/2013,3,Deluxe, $923.52 , $929.41 ,No,Walk-In,3,Event,2,3," $3,790.40 ",8.762,None,Oxford Road,5,Budget,Third-party,Sports Event,No
649,Shannon Young,Male,26,Algeria,649,10/10/2013,5,Double, $642.01 , $491.14 ,No,Event,3,Business,1,1," $2,899.87 ",6.817,Event Special,Oxford Road,4,Budget,Agent,Sports Event,Yes
650,Alicia Green,Male,62,Nigeria,650,10/11/2013,2,Single," $1,298.51 ", $396.68 ,Yes,Event,3,Other,2,1," $2,779.01 ",8.746,Event Special,Blue Roof Hotel,4,Competitive,Agent,Conference,No
651,Emily Fernandez,Female,66,Egypt,651,10/12/2013,4,Deluxe," $1,371.97 "," $1,135.08 ",No,Phone,3,Event,1,4," $3,921.58 ",5.944,Event Special,Oxford Road,5,Budget,Direct,Conference,No
652,Leslie Ramirez,Male,48,Morocco,652,10/13/2013,2,Deluxe," $1,308.70 ", $456.89 ,No,Walk-In,2,Event,2,3," $1,144.04 ",5.672,Event Special,Luxury Stay,4,Premium,Online,Sports Event,No
653,Daniel Grant,Male,50,South Africa,653,10/14/2013,14,Double," $1,395.26 ", $801.69 ,No,Phone,5,Event,2,4," $3,485.50 ",8.506,None,Luxury Stay,1,Competitive,Direct,Conference,No
654,Amanda Henry,Male,39,Nigeria,654,10/15/2013,1,Deluxe," $1,112.55 ", $994.71 ,No,Online Travel Agency,3,Business,5,1, $932.39 ,6.087,Loyalty Offer,Bahamas Luxury,5,Budget,Agent,None,No
655,Tara Simpson,Female,21,Algeria,655,10/16/2013,5,Double," $1,874.03 ", $658.08 ,Yes,Walk-In,3,Leisure,4,3," $4,108.58 ",5.199,Loyalty Offer,Oxford Road,4,Budget,Online,Sports Event,Yes
656,Katelyn Murillo,Male,38,Nigeria,656,10/17/2013,4,Deluxe," $1,293.69 ", $760.73 ,No,Online Travel Agency,5,Other,2,4," $1,559.42 ",8.308,Event Special,Blue Roof Hotel,2,Premium,Online,Sports Event,Yes
657,Lauren Lopez,Male,35,Egypt,657,10/18/2013,1,Deluxe, $903.03 ," $1,048.07 ",Yes,Event,1,Leisure,2,2," $3,004.34 ",8.64,Event Special,Oxford Road,4,Budget,Third-party,Concert,No
658,Eric Baldwin,Male,35,Nigeria,658,10/19/2013,7,Suite, $795.51 ," $1,067.40 ",No,Event,5,Event,2,2," $1,215.58 ",8.952,Event Special,Bahamas Luxury,5,Budget,Direct,Conference,No
659,Ryan Clark,Female,29,Egypt,659,10/20/2013,5,Deluxe," $1,098.89 ", $477.16 ,No,Walk-In,3,Other,1,2," $2,829.99 ",5.106,Event Special,Oxford Road,2,Competitive,Direct,Sports Event,Yes
